core_path,donor_path,original_donor_path,disposition,commit,note,replacement_checks
lib/examples/06_factory/06_02_three_agent_system/workshop.ex,lib/examples/06_factory/06_02_three_agent_system/workshop.ex,lib/examples/06_factory/06_02_three_actor_system/workshop.ex,add,M09,Prepared Agent source; dependency checks and core acceptance required,
lib/examples/06_factory/06_03_department_factory/department.ex,lib/examples/06_factory/06_03_department_factory/department.ex,lib/examples/06_factory/06_03_department_factory/department.ex,add,M09,,
lib/examples/06_factory/06_03_department_factory/orchestrator.ex,lib/examples/06_factory/06_03_department_factory/orchestrator.ex,lib/examples/06_factory/06_03_department_factory/orchestrator.ex,add,M09,,
lib/examples/06_factory/06_03_department_factory/plan.ex,lib/examples/06_factory/06_03_department_factory/plan.ex,lib/examples/06_factory/06_03_department_factory/plan.ex,add,M09,,
lib/examples/06_factory/06_04_flow_factory/README.md,lib/examples/06_factory/06_04_flow_factory/README.md,lib/examples/06_factory/06_04_flow_factory/README.md,add,M09,,
lib/examples/06_factory/06_04_flow_factory/contract.ex,lib/examples/06_factory/06_04_flow_factory/contract.ex,lib/examples/06_factory/06_04_flow_factory/contract.ex,add,M09,,
lib/examples/06_factory/06_04_flow_factory/demo.exs,lib/examples/06_factory/06_04_flow_factory/demo.exs,lib/examples/06_factory/06_04_flow_factory/demo.exs,add,M09,,
lib/examples/06_factory/06_04_flow_factory/mission.ex,lib/examples/06_factory/06_04_flow_factory/mission.ex,lib/examples/06_factory/06_04_flow_factory/mission.ex,add,M09,,
lib/examples/06_factory/06_04_flow_factory/pipeline.ex,lib/examples/06_factory/06_04_flow_factory/pipeline.ex,lib/examples/06_factory/06_04_flow_factory/pipeline.ex,add,M09,,
lib/examples/06_factory/06_04_flow_factory/runner.ex,lib/examples/06_factory/06_04_flow_factory/runner.ex,lib/examples/06_factory/06_04_flow_factory/runner.ex,add,M09,,
lib/examples/06_factory/06_04_flow_factory/worker.ex,lib/examples/06_factory/06_04_flow_factory/worker.ex,lib/examples/06_factory/06_04_flow_factory/worker.ex,add,M09,,
lib/examples/06_factory/README.md,lib/examples/06_factory/README.md,lib/examples/06_factory/README.md,add,M09,,
lib/examples/06_factory/async.ex,lib/examples/06_factory/async.ex,lib/examples/06_factory/async.ex,add,M09,,
lib/examples/06_factory/chat.exs,lib/examples/06_factory/chat.exs,lib/examples/06_factory/chat.exs,add,M09,,
lib/examples/06_factory/error.ex,lib/examples/06_factory/error.ex,lib/examples/06_factory/error.ex,add,M09,,
lib/examples/06_factory/iex.ex,lib/examples/06_factory/iex.ex,lib/examples/06_factory/iex.ex,add,M09,,
lib/examples/06_factory/inspection.ex,lib/examples/06_factory/inspection.ex,lib/examples/06_factory/inspection.ex,add,M09,,
lib/examples/06_factory/model.ex,lib/examples/06_factory/model.ex,lib/examples/06_factory/model.ex,add,M09,,
lib/examples/06_factory/orchestrator-plan.md,lib/examples/06_factory/orchestrator-plan.md,lib/examples/06_factory/orchestrator-plan.md,add,M09,,
lib/examples/06_factory/protocol.ex,lib/examples/06_factory/protocol.ex,lib/examples/06_factory/protocol.ex,add,M09,,
lib/examples/06_factory/tools.ex,lib/examples/06_factory/tools.ex,lib/examples/06_factory/tools.ex,add,M09,,
lib/examples/06_factory/workshop_probe.exs,lib/examples/06_factory/workshop_probe.exs,lib/examples/06_factory/workshop_probe.exs,add,M09,,
lib/examples/07_topology/07_01_independent/independent.ex,lib/examples/07_topology/07_01_independent/independent.ex,lib/examples/07_topology/07_01_independent/independent.ex,add,M10,,
lib/examples/07_topology/07_02_hierarchy/hierarchy.ex,lib/examples/07_topology/07_02_hierarchy/hierarchy.ex,lib/examples/07_topology/07_02_hierarchy/hierarchy.ex,add,M10,,
lib/examples/07_topology/07_03_bus_swarm/formats.ex,lib/examples/07_topology/07_03_bus_swarm/formats.ex,lib/examples/07_topology/07_03_bus_swarm/formats.ex,add,M10,,
lib/examples/07_topology/07_03_bus_swarm/swarm.ex,lib/examples/07_topology/07_03_bus_swarm/swarm.ex,lib/examples/07_topology/07_03_bus_swarm/swarm.ex,add,M10,,
lib/examples/07_topology/07_03_bus_swarm/swarm.json,lib/examples/07_topology/07_03_bus_swarm/swarm.json,lib/examples/07_topology/07_03_bus_swarm/swarm.json,add,M10,,
lib/examples/07_topology/07_04_keyed_accounts/accounts.ex,lib/examples/07_topology/07_04_keyed_accounts/accounts.ex,lib/examples/07_topology/07_04_keyed_accounts/accounts.ex,add,M10,,
lib/examples/07_topology/07_05_composed_system/README.md,lib/examples/07_topology/07_05_composed_system/README.md,lib/examples/07_topology/07_05_composed_system/README.md,add,M10,,
lib/examples/07_topology/07_05_composed_system/composed_system.ex,lib/examples/07_topology/07_05_composed_system/composed_system.ex,lib/examples/07_topology/07_05_composed_system/composed_system.ex,add,M10,,
lib/examples/07_topology/07_05_composed_system/composed_system.json,lib/examples/07_topology/07_05_composed_system/composed_system.json,lib/examples/07_topology/07_05_composed_system/composed_system.json,add,M10,,
lib/examples/07_topology/07_05_composed_system/formats.ex,lib/examples/07_topology/07_05_composed_system/formats.ex,lib/examples/07_topology/07_05_composed_system/formats.ex,add,M10,,
lib/examples/07_topology/07_05_composed_system/worker_team.ex,lib/examples/07_topology/07_05_composed_system/worker_team.ex,lib/examples/07_topology/07_05_composed_system/worker_team.ex,add,M10,,
lib/examples/07_topology/README.md,lib/examples/07_topology/README.md,lib/examples/07_topology/README.md,add,M10,,
lib/examples/07_topology/cell.ex,lib/examples/07_topology/cell.ex,lib/examples/07_topology/cell.ex,add,M10,,
lib/examples/99_research/99_01_progress_observation/README.md,lib/examples/99_research/99_01_progress_observation/README.md,lib/examples/99_research/99_01_progress_observation/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_02_distributed_authority/README.md,lib/examples/99_research/99_02_distributed_authority/README.md,lib/examples/99_research/99_02_distributed_authority/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_02_distributed_authority/distributed_authority_probe.ex,lib/examples/99_research/99_02_distributed_authority/distributed_authority_probe.ex,lib/examples/99_research/99_02_distributed_authority/distributed_authority_probe.ex,add,M01 inventory; later scope,,
lib/examples/99_research/99_03_input_resource_lifecycle/README.md,lib/examples/99_research/99_03_input_resource_lifecycle/README.md,lib/examples/99_research/99_03_input_resource_lifecycle/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_04_handoff_reconciliation/README.md,lib/examples/99_research/99_04_handoff_reconciliation/README.md,lib/examples/99_research/99_04_handoff_reconciliation/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_05_capacity_deadlines_cleanup/README.md,lib/examples/99_research/99_05_capacity_deadlines_cleanup/README.md,lib/examples/99_research/99_05_capacity_deadlines_cleanup/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_06_checkpoint_identity/README.md,lib/examples/99_research/99_06_checkpoint_identity/README.md,lib/examples/99_research/99_06_checkpoint_identity/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_06_checkpoint_identity/checkpoint_identity_probe.ex,lib/examples/99_research/99_06_checkpoint_identity/checkpoint_identity_probe.ex,lib/examples/99_research/99_06_checkpoint_identity/checkpoint_identity_probe.ex,add,M01 inventory; later scope,,
lib/examples/99_research/99_06_checkpoint_identity/demo.exs,lib/examples/99_research/99_06_checkpoint_identity/demo.exs,lib/examples/99_research/99_06_checkpoint_identity/demo.exs,add,M01 inventory; later scope,,
lib/examples/99_research/99_07_checkpoint_portability/README.md,lib/examples/99_research/99_07_checkpoint_portability/README.md,lib/examples/99_research/99_07_checkpoint_portability/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_07_checkpoint_portability/checkpoint_portability_probe.ex,lib/examples/99_research/99_07_checkpoint_portability/checkpoint_portability_probe.ex,lib/examples/99_research/99_07_checkpoint_portability/checkpoint_portability_probe.ex,add,M01 inventory; later scope,,
lib/examples/99_research/99_07_checkpoint_portability/demo.exs,lib/examples/99_research/99_07_checkpoint_portability/demo.exs,lib/examples/99_research/99_07_checkpoint_portability/demo.exs,add,M01 inventory; later scope,,
lib/examples/99_research/99_08_indeterminate_write/README.md,lib/examples/99_research/99_08_indeterminate_write/README.md,lib/examples/99_research/99_08_indeterminate_write/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/99_08_indeterminate_write/demo.exs,lib/examples/99_research/99_08_indeterminate_write/demo.exs,lib/examples/99_research/99_08_indeterminate_write/demo.exs,add,M01 inventory; later scope,,
lib/examples/99_research/99_08_indeterminate_write/indeterminate_write_probe.ex,lib/examples/99_research/99_08_indeterminate_write/indeterminate_write_probe.ex,lib/examples/99_research/99_08_indeterminate_write/indeterminate_write_probe.ex,add,M01 inventory; later scope,,
lib/examples/99_research/README.md,lib/examples/99_research/README.md,lib/examples/99_research/README.md,add,M01 inventory; later scope,,
lib/examples/99_research/persistence_probe_store.ex,lib/examples/99_research/persistence_probe_store.ex,lib/examples/99_research/persistence_probe_store.ex,add,M01 inventory; later scope,,
lib/examples/README.md,lib/examples/README.md,lib/examples/README.md,add,M01 inventory; later scope,,
lib/jido.ex,lib/jido.ex,lib/jido.ex,replace,M02; check test/source dependency closure,Existing behavior and callers need review,
lib/jido/actions/control.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/actions/lifecycle.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/actions/scheduling.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/actions/status.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent.ex,lib/jido/agent.ex,lib/jido/actor.ex,replace,M02; check test/source dependency closure,Existing behavior and callers need review,
lib/jido/agent/authoring.ex,lib/jido/agent/authoring.ex,lib/jido/actor/authoring.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/builder.ex,lib/jido/agent/builder.ex,lib/jido/actor/builder.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/codec.ex,lib/jido/agent/codec.ex,lib/jido/actor/codec.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/codec/data.ex,lib/jido/agent/codec/data.ex,lib/jido/actor/codec/data.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/codec/deriver.ex,lib/jido/agent/codec/deriver.ex,lib/jido/actor/codec/deriver.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/codec/registry.ex,lib/jido/agent/codec/registry.ex,lib/jido/actor/codec/registry.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/command.ex,lib/jido/agent/command.ex,lib/jido/actor/command.ex,replace,M02; check test/source dependency closure,Existing behavior and callers need review,
lib/jido/agent/command/runner.ex,lib/jido/agent/command/runner.ex,lib/jido/actor/command/runner.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/default_plugins.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/directive.ex,lib/jido/agent/directive.ex,lib/jido/actor/directive.ex,replace,M02; check test/source dependency closure,Existing behavior and callers need review,
lib/jido/agent/directive/cron.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/directive/cron_cancel.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/dsl/compiler.ex,lib/jido/agent/dsl/compiler.ex,lib/jido/actor/dsl/compiler.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/dsl/extension.ex,lib/jido/agent/dsl/extension.ex,lib/jido/actor/dsl/extension.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/dsl/generator.ex,lib/jido/agent/dsl/generator.ex,lib/jido/actor/dsl/generator.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/dsl/macros.ex,lib/jido/agent/dsl/macros.ex,lib/jido/actor/dsl/macros.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/identity.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/identity/actions/evolve.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/identity/agent.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/identity/plugin.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/identity/profile.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/instance_manager.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/instance_manager/cleanup.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/interface.ex,lib/jido/agent/interface.ex,lib/jido/actor/interface.ex,add,M02; check test/source dependency closure,Prepared Agent source; dependency checks and core acceptance required,
lib/jido/agent/schedules.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
lib/jido/agent/state.ex,lib/jido/agent/state.ex,lib/jido/actor/state.ex,replace,M02; check test/source dependency closure,Existing behavior and callers need review,
lib/jido/agent/state_op.ex,,,review-remove,M02 disposition; M12 completion audit,Absence in donor is not proof of dead code; see 02-code-map.md,
